name,ra,dec,time,fluence
GRB 010612B,328,-30,52072.40973,0.00000062
GRB 990622B,79.43,-29.73,51351.86602,0.00000407
GRB 980426,206.73,-29.7,50929.4509,0.00000201
GRB 000107C,285.76,-29.15,51550.90594,0.00000673
GRB 971228A,138,-29,50810.28866,0.00000132
GRB 980127,36,-29,50840.04088,0.00000859
GRB 010307,159,-29,51975.68589,0.00000164
GRB 010930,272,-29,52182.56947,0.00000064
GRB 961006,274.65,-28.88,50362.37231,0.00000142
GRB 960921,345.27,-28.55,50347.62765,0.0000257
GRB 000109,248.88,-28.53,51552.43569,0.0000898
GRB 980713,119.7,-28.2,51007.15398,0.00000055
GRB 980720,36,-28,51014.92786,0.00000066
GRB 000224,298.8,-27.4,51598.95149,0.00000027
GRB 990713B,310.46,-27.28,51372.90163,0.00000731
GRB 981203B,293.34,-27.24,51150.30418,0.00001476
GRB 010126C,349,-27,51935.85196,0.00000191
GRB 990506A,178.67,-26.75,51304.47466,0.0001073
GRB 970325,266,-26,50532.52693,0.00000451
GRB 971223B,75,-26,50805.39931,0.00000099
GRB 990630,115,-26,51359.65229,0.00000416
GRB 000626,90,-26,51721.86631,0.00000058
GRB 010727C,276,-26,52117.52074,0.00000159
GRB 991022,1,-24.66,51473.77262,0.00000308
GRB 970406B,50.81,-24.64,50544.26358,0.00000326
GRB 981226B,267.15,-24.4,51173.44934,0.00000196
GRB 990126,321.14,-24.3,51204.60003,0.00000175
GRB 980520B,349.8,-24.1,50953.60205,0.0000044
GRB 970628B,45.92,-24.02,50627.86573,
GRB 980330,224.92,-24.01,50902.00106,0.0000018
GRB 990111A,272,-24,51189.38007,0.00000151
GRB 000828B,155,-24,51784.95988,0.00000026
GRB 980805,115.32,-23.93,51030.56733,0.00000522
GRB 981226A,352.42,-23.92,51173.40801,0.00000058
GRB 970827A,287.6,-23.8,50687.29978,
GRB 960913,182.58,-23.45,50339.96204,0.00000743
GRB 970317A,339.71,-23.15,50524.02039,0.00000344
GRB 970504,95,-23,50572.34265,0.00000034
GRB 000903D,11,-23,51790.9828,0.00000315
GRB 980929,166.25,-22.99,51085.91086,0.00000096
GRB 000208A,28.9,-22.84,51582.18138,0.00000043
GRB 991011A,159.81,-22.28,51462.06303,0.00000136
GRB 011211,168.81,-21.94,52254.79816,0.00000135
GRB 970101,329.96,-21.92,50449.26516,0.00000195
GRB 980427,225.17,-21.89,50930.65313,0.00000026
GRB 980910A,195.07,-21.15,51066.70676,0.00000016
GRB 961011,210,-21,50367.81406,0.00000148
GRB 980121,293,-21,50834.94633,0.00000082
GRB 980606,71,-21,50970.37656,0.00000029
GRB 990131,303,-21,51209.81021,0.00000766
GRB 990711A,313,-21,51370.30627,0.00000153
GRB 000820,196,-21,51776.69844,0.00000342
GRB 980715,313.7,-20.7,51009.40839,0.00000156
GRB 000107B,119,-20,51550.85832,0.0000013
GRB 970930,40.4,-19.9,50721.65459,0.00000121
GRB 990403B,355.3,-19.4,51271.69106,
GRB 970330A,347.74,-19.12,50537.37424,0.00000569
GRB 990403A,301.41,-19.02,51271.09907,0.00000695
GRB 980820,84,-19,51045.97589,0.00000326
GRB 990603A,220,-19,51332.55471,0.00000072
GRB 020102B,84,-19,52276.88058,0.00000766
GRB 980326,129.11,-18.88,50898.88811,0.00000509
GRB 990225,232.94,-18.73,51234.81861,0.00000015
GRB 010629A,248.16,-18.72,52089.51465,0.00000249
GRB 991011C,203.42,-17.87,51462.57137,0.00000047
GRB 000615B,35.61,-17.87,51710.68929,0.00000762
GRB 980525,157.61,-17.86,50958.10789,0.00000107
GRB 980203B,3.46,-17.65,50847.9494,0.0001045
GRB 970424B,198.04,-17.53,50562.4233,0.0000059
GRB 970907,175.47,-17.34,50698.27039,0.00000115
GRB 971007,221.72,-17.07,50728.6639,0.00000216
GRB 001215B,298,-17,51893.60734,0.00000237
GRB 010211,335,-17,51951.94,0.00000239
GRB 990330A,35.61,-16.48,51267.75769,0.00000031
GRB 970704,74.82,-16,50633.04742,
GRB 990405,166,-16,51273.13078,0.00000539
GRB 990603C,48,-16,51332.78354,0.0000056
GRB 000208B,82,-16,51582.38343,0.00000422
GRB 011217,220,-16,52260.48828,
GRB 970420,212.99,-15.91,50558.84309,0.0000431
GRB 000115,116.55,-15.79,51558.61773,0.0000278
GRB 970517B,112.11,-15.41,50585.37828,0.00001241
GRB 990706,314.79,-15.04,51365.60235,0.0000015
GRB 981216B,277,-15,51163.75038,0.00000172
GRB 001106,190,-15,51854.72069,0.00000036
GRB 990917B,85.9,-14.9,51438.60764,0.00000024
GRB 000516,35.07,-14.83,51680.39311,0.00000407
GRB 000420B,129.26,-14.59,51654.59874,0.0000154
GRB 960707B,162.39,-14.34,50271.68502,0.00000525
GRB 000819,177,-14,51775.34416,0.00000095
