name,ra,dec
3FGL J0858.1-1951,134.5407,-19.8551
3FGL J0508.2-1936,77.0624,-19.6126
3FGL J0600.4-1934,90.1183,-19.5733
3FGL J1740.8-1933,265.2126,-19.5652
3FGL J1811.3-1927c,272.8273,-19.4573
3FGL J1215.9-1926,183.9925,-19.4354
3FGL J1602.8-1924,240.7203,-19.4073
3FGL J1917.7-1921,289.4428,-19.3658
3FGL J0033.6-1921,8.4022,-19.3638
3FGL J0731.7-1914c,112.9439,-19.237
3FGL J1810.1-1910,272.5452,-19.1679
3FGL J1911.4-1908,287.8588,-19.1366
3FGL J0930.9-1904,142.7322,-19.0744
3FGL J0439.9-1859,69.9772,-18.9992
3FGL J1127.0-1857,171.7628,-18.9558
3FGL J0022.1-1855,5.5355,-18.923
3FGL J0013.9-1853,3.4761,-18.8966
3FGL J0416.6-1850,64.1592,-18.8408
3FGL J0224.1-1846,36.0477,-18.7816
3FGL J0326.0-1842,51.5082,-18.7043
3FGL J0609.7-1841,92.4261,-18.6933
3FGL J1110.4-1835,167.6201,-18.5973
3FGL J1446.8-1831,221.7095,-18.5315
3FGL J0251.1-1829,42.7971,-18.4857
3FGL J2358.6-1809,359.6659,-18.1585
3FGL J1258.6-1800,194.6501,-18.0039
3FGL J1814.0-1757c,273.5138,-17.9612
3FGL J2150.5-1754,327.6396,-17.9106
3FGL J1424.3-1753,216.0938,-17.886
3FGL J2001.0-1750,300.2589,-17.8451
3FGL J1026.9-1750,156.729,-17.8399
3FGL J1203.9-1745,180.979,-17.7616
3FGL J1106.6-1744,166.6612,-17.7399
3FGL J0521.4-1740,80.3527,-17.676
3FGL J0648.8-1740,102.2089,-17.6684
3FGL J1817.2-1739,274.304,-17.6506
3FGL J0339.2-1738,54.8023,-17.6448
3FGL J0935.1-1736,143.7866,-17.6062
3FGL J1814.1-1734c,273.5448,-17.5817
3FGL J0939.2-1732,144.8138,-17.5372
3FGL J1744.9-1725,266.2476,-17.433
3FGL J1344.2-1724,206.0509,-17.401
3FGL J0617.6-1717,94.4084,-17.2978
3FGL J2357.4-1716,359.3601,-17.27
3FGL J2236.0-1706,339.0188,-17.1054
3FGL J0205.2-1700,31.3233,-17.0054
3FGL J0132.6-1655,23.1707,-16.9179
3FGL J0301.4-1652,45.3713,-16.8687
3FGL J0325.6-1648,51.4102,-16.8017
3FGL J0030.2-1646,7.5656,-16.7749
3FGL J1849.3-1645,282.3349,-16.7642
3FGL J2012.1-1643,303.0334,-16.7213
3FGL J0748.0-1639,117.004,-16.661
3FGL J0650.4-1636,102.6057,-16.6085
3FGL J2228.5-1636,337.1486,-16.6017
3FGL J0448.6-1632,72.1582,-16.5337
3FGL J1830.7-1630,277.6982,-16.5143
3FGL J2348.0-1630,357.0089,-16.5019
3FGL J0752.6-1629,118.152,-16.4892
3FGL J1446.1-1628,221.5269,-16.4718
3FGL J2321.6-1619,350.4051,-16.3313
3FGL J1322.6-1619,200.666,-16.3189
3FGL J0222.1-1616,35.5317,-16.28
3FGL J2017.6-1616,304.4246,-16.2686
3FGL J2331.9-1609,352.9919,-16.157
3FGL J1921.9-1607,290.4856,-16.1239
3FGL J0305.2-1607,46.3044,-16.1201
3FGL J0348.7-1606,57.1753,-16.1088
3FGL J1955.0-1605,298.7512,-16.0908
3FGL J0734.7-1558,113.6796,-15.9806
3FGL J0505.5-1558,76.3832,-15.974
3FGL J1744.8-1557,266.2151,-15.9588
3FGL J2345.2-1554,356.3072,-15.9131
3FGL J2259.9-1553,344.9963,-15.8969
3FGL J1503.7-1540,225.9469,-15.6758
3FGL J1440.2-1538,220.062,-15.6345
3FGL J1820.3-1529c,275.0998,-15.4891
3FGL J1818.7-1528,274.6959,-15.4698
3FGL J2146.7-1527,326.6954,-15.4547
3FGL J1351.8-1524,207.9602,-15.4066
3FGL J0608.1-1522,92.031,-15.3795
3FGL J0627.9-1517,96.9853,-15.2978
3FGL J0953.7-1510,148.4289,-15.1745
3FGL J1829.2-1504,277.321,-15.0827
3FGL J2158.0-1501,329.5223,-15.0319
3FGL J2009.2-1458,302.3037,-14.9776
3FGL J0118.9-1457,19.7304,-14.9639
3FGL J1241.6-1456,190.4062,-14.9452
3FGL J1949.5-1454,297.3944,-14.9142
3FGL J0758.6-1451,119.6564,-14.8661
3FGL J1826.2-1450,276.5684,-14.8473
3FGL J0729.7-1448,112.4311,-14.8006
3FGL J1129.9-1446,172.4987,-14.7737
3FGL J1827.3-1446,276.834,-14.7672
3FGL J2030.5-1439,307.6295,-14.6543
3FGL J1400.5-1437,210.1454,-14.617
3FGL J1821.6-1436c,275.417,-14.6123
3FGL J0937.9-1435,144.4833,-14.5978
3FGL J2236.5-1432,339.135,-14.5455
3FGL J1200.9-1432,180.243,-14.5394
3FGL J2015.3-1431,303.8495,-14.5315
3FGL J0010.5-1425,2.6289,-14.4195
3FGL J1958.2-1413,299.568,-14.2223
3FGL J1231.2-1411,187.8015,-14.1981
3FGL J0434.3-1411c,68.5772,-14.197
3FGL J2150.2-1411,327.5684,-14.1872
3FGL J1141.6-1406,175.4234,-14.1163
3FGL J0957.5-1351,149.3829,-13.8627
3FGL J1824.5-1351e,276.1298,-13.8521
3FGL J1151.4-1346,177.8546,-13.7832
3FGL J1819.5-1345,274.8967,-13.7625
3FGL J2146.6-1344,326.6623,-13.7438
3FGL J1823.2-1339,275.8204,-13.6513
3FGL J0940.9-1337,145.2426,-13.6183
3FGL J1646.9-1332,251.7476,-13.5478
3FGL J1226.9-1329,186.7416,-13.4988
3FGL J1331.1-1328,202.7872,-13.4818
3FGL J1532.7-1319,233.1876,-13.3249
3FGL J0324.5-1315,51.1467,-13.2558
3FGL J0816.4-1311,124.116,-13.1908
3FGL J1743.9-1310,265.9927,-13.1788
3FGL J0405.5-1307,61.3976,-13.1234
3FGL J1733.0-1305,263.2559,-13.0858
3FGL J0336.9-1304,54.2497,-13.0724
3FGL J1829.7-1304,277.4406,-13.0706
3FGL J0438.3-1258,69.5831,-12.9817
3FGL J0820.9-1258,125.2324,-12.9759
3FGL J1337.6-1257,204.4149,-12.9571
3FGL J2120.4-1256,320.1234,-12.9463
3FGL J1826.1-1256,276.5375,-12.943
3FGL J1332.6-1256,203.1577,-12.9387
3FGL J0110.9-1254,17.7349,-12.9125
3FGL J0640.0-1252,100.0211,-12.8759
3FGL J1813.4-1246,273.3503,-12.7697
3FGL J2253.1-1237,343.2968,-12.6281
3FGL J2233.5-1235,338.3974,-12.5998
3FGL J1921.2-1232,290.3156,-12.5496
3FGL J1318.7-1232,199.6943,-12.5408
3FGL J2243.6-1230,340.9247,-12.5096
3FGL J1844.7-1224,281.182,-12.4132
3FGL J1912.6-1223,288.1645,-12.3975
3FGL J1856.1-1217,284.0323,-12.2999
3FGL J0257.8-1216,44.4561,-12.2769
3FGL J0850.2-1214,132.5568,-12.234
3FGL J0055.2-1213,13.8014,-12.2326
3FGL J0107.0-1208,16.7701,-12.1425
3FGL J2307.4-1208,346.8541,-12.1364
3FGL J1040.9-1205,160.2409,-12.0888
3FGL J1310.2-1159,197.5677,-11.9852
3FGL J0349.2-1158,57.3092,-11.978
3FGL J1239.1-1158,189.7986,-11.9776
3FGL J0003.8-1151,0.9588,-11.8627
3FGL J0206.4-1150,31.6058,-11.8488
3FGL J0754.4-1148,118.6203,-11.813
3FGL J1813.6-1148,273.4234,-11.8084
3FGL J1256.3-1146,194.0869,-11.7808
3FGL J1816.5-1145,274.1263,-11.7646
3FGL J0730.2-1141,112.5736,-11.6842
3FGL J2023.6-1139,305.9108,-11.6517
3FGL J0618.9-1138,94.7394,-11.6416
3FGL J2154.0-1137,328.5073,-11.6276
3FGL J0829.6-1137,127.4036,-11.6213
3FGL J0116.0-1134,19.0134,-11.5785
3FGL J1349.6-1133,207.4067,-11.5596
3FGL J1744.5-1133,266.1339,-11.5536
3FGL J1059.2-1133,164.8034,-11.5514
3FGL J1539.8-1128,234.9579,-11.4788
3FGL J1544.6-1125,236.1702,-11.4275
3FGL J1954.8-1122,298.7023,-11.3771
3FGL J1421.0-1122,215.2623,-11.3746
3FGL J2224.6-1122,336.174,-11.3702
3FGL J1828.4-1121,277.1094,-11.3632
3FGL J1947.4-1121,296.8574,-11.3544
3FGL J1735.4-1118,263.8623,-11.3088
3FGL J0222.9-1117,35.7405,-11.2968
3FGL J0043.7-1117,10.935,-11.2881
3FGL J1843.6-1114,280.9153,-11.2378
3FGL J2103.7-1113,315.9424,-11.2291
3FGL J1155.3-1112,178.827,-11.2029
3FGL J0856.7-1105,134.1805,-11.0862
3FGL J1951.8-1102,297.9685,-11.0336
3FGL J1630.2-1052,247.5539,-10.867
3FGL J2039.0-1047,309.7518,-10.7984
3FGL J1355.0-1044,208.7521,-10.7383
3FGL J0704.1-1043,106.0345,-10.7218
3FGL J0711.1-1037,107.7939,-10.6212
3FGL J0707.7-1035c,106.9275,-10.5922
3FGL J1924.8-1034,291.2093,-10.5818
3FGL J1833.5-1033,278.394,-10.5602
3FGL J0315.5-1026,48.8967,-10.4382
3FGL J2256.7-1022,344.1842,-10.3825
3FGL J2358.2-1022,359.5502,-10.3699
3FGL J0216.6-1019,34.1705,-10.3288
3FGL J1513.1-1014,228.2901,-10.2412
3FGL J2110.3-1013,317.5763,-10.2232
3FGL J0814.1-1012,123.5448,-10.2087
3FGL J2046.7-1011,311.684,-10.1874
3FGL J1415.0-1001,213.7564,-10.0184
3FGL J0802.3-0941,120.5899,-9.696
3FGL J2006.5-0939,301.6278,-9.6661
3FGL J0039.1-0939,9.7821,-9.6578
3FGL J1322.8-0938,200.706,-9.6449
3FGL J0056.3-0935,14.0898,-9.5937
3FGL J0817.8-0935,124.472,-9.5878
3FGL J0630.2-0929c,97.571,-9.4961
3FGL J0141.4-0929,25.367,-9.4851
3FGL J0050.6-0929,12.6744,-9.4849
3FGL J0312.1-0921,48.0408,-9.3593
3FGL J1709.4-0917,257.3681,-9.2839
3FGL J2131.5-0915,322.8908,-9.2528
3FGL J1644.6-0911,251.1737,-9.1856
3FGL J0542.5-0907c,85.6376,-9.1214
3FGL J1512.8-0906,228.2126,-9.1032
3FGL J0507.5-0906,76.8883,-9.1017
3FGL J0906.3-0906,136.5795,-9.101
3FGL J2016.4-0905,304.1023,-9.0836
3FGL J1729.9-0859,262.4912,-8.9861
3FGL J2156.9-0855,329.2407,-8.9191
3FGL J1804.5-0850,271.1304,-8.8421
3FGL J2024.4-0848,306.1023,-8.8086
3FGL J1827.6-0846,276.908,-8.7706
3FGL J1152.3-0841,178.0838,-8.692
3FGL J1834.5-0841,278.6288,-8.6838
3FGL J0414.9-0840,63.7337,-8.6745
3FGL J0953.0-0839,148.2551,-8.6635
3FGL J1419.5-0836,214.8751,-8.6105
3FGL J0608.0-0835,92.0114,-8.5892
3FGL J1525.8-0834,231.4703,-8.5792
3FGL J0217.1-0833,34.286,-8.5657
3FGL J2229.7-0833,337.4338,-8.5511
3FGL J2051.3-0828,312.8284,-8.4796
3FGL J0127.1-0818,21.7766,-8.3105
3FGL J1912.0-0804,288.0226,-8.0801
3FGL J0132.5-0802,23.1351,-8.0498
3FGL J0942.1-0756,145.5411,-7.9431
3FGL J1745.4-0754,266.3518,-7.9004
3FGL J1408.8-0751,212.2038,-7.8565
3FGL J0808.2-0751,122.0721,-7.8519
3FGL J0309.5-0749,47.3832,-7.8176
3FGL J0001.2-0748,0.3209,-7.8159
3FGL J1125.8-0745,171.472,-7.752
3FGL J1947.9-0743,296.9787,-7.7198
3FGL J2025.6-0736,306.4222,-7.6013
3FGL J0747.4-0734,116.8628,-7.5801
3FGL J1315.7-0732,198.9472,-7.5485
3FGL J0723.2-0728,110.8047,-7.4703
3FGL J1147.8-0725,176.9606,-7.4255
3FGL J1411.4-0724,212.8551,-7.4143
3FGL J1159.6-0723,179.9061,-7.3924
3FGL J0557.7-0720,89.4499,-7.3403
3FGL J1024.6-0718,156.1516,-7.311
3FGL J0855.2-0718,133.8085,-7.3077
3FGL J1837.6-0717,279.4025,-7.2968
3FGL J1957.9-0712,299.4839,-7.2108
3FGL J1833.9-0711,278.4798,-7.193
3FGL J0827.2-0711,126.8085,-7.1901
3FGL J1204.3-0708,181.0944,-7.1411
3FGL J1904.7-0708,286.198,-7.1382
3FGL J0746.6-0706,116.6604,-7.1148
3FGL J1115.0-0701,168.761,-7.0276
3FGL J1834.6-0659,278.6646,-6.9897
3FGL J1549.7-0658,237.4444,-6.9772
3FGL J1836.5-0655e,279.14,-6.92
3FGL J1727.6-0654,261.9135,-6.9128
3FGL J0846.7-0651,131.6775,-6.8581
3FGL J0211.2-0649,32.8182,-6.8287
3FGL J0051.0-0649,12.7658,-6.8177
3FGL J1838.9-0646,279.728,-6.7756
3FGL J0017.2-0643,4.3049,-6.7237
3FGL J0422.1-0642,65.5447,-6.7111
3FGL J1643.6-0642,250.9212,-6.7058
3FGL J1146.1-0640,176.5468,-6.683
3FGL J1016.0-0635,154.0224,-6.5903
3FGL J1221.5-0632,185.3779,-6.55
3FGL J1834.8-0630c,278.7126,-6.5107
3FGL J0234.2-0629,38.5642,-6.4981
3FGL J0125.2-0627,21.3156,-6.4578
3FGL J0805.0-0622,121.2528,-6.3746
3FGL J2030.2-0622,307.57,-6.3714
3FGL J1824.3-0620,276.0988,-6.3395
3FGL J1641.8-0619,250.4523,-6.3241
3FGL J0535.7-0617c,83.9349,-6.2905
3FGL J1837.9-0607,279.4877,-6.1258
3FGL J1216.6-0557,184.1608,-5.9646
3FGL J1042.0-0557,160.5015,-5.9573
3FGL J2310.1-0557,347.5463,-5.9517
3FGL J1121.4-0554,170.3669,-5.9016
3FGL J1839.3-0552,279.848,-5.8816
3FGL J0725.7-0550,111.4407,-5.8423
3FGL J1256.1-0547,194.0412,-5.7912
3FGL J1249.5-0546,192.3815,-5.7794
3FGL J0057.9-0542,14.4827,-5.7083
3FGL J1510.9-0542,227.7466,-5.706
3FGL J0807.1-0541,121.7823,-5.695
3FGL J1838.9-0537,279.7325,-5.6258
3FGL J0730.5-0537,112.6315,-5.6204
3FGL J1329.1-0536,202.2992,-5.6081
3FGL J0757.5-0536,119.3962,-5.6063
3FGL J0539.2-0536,84.8007,-5.6013
3FGL J1944.0-0535,296,-5.5906
3FGL J0034.3-0534,8.5897,-5.5825
3FGL J0242.1-0534,40.5316,-5.5696
3FGL J2339.6-0533,354.9019,-5.5521
3FGL J1840.9-0532e,280.23,-5.55
3FGL J0922.4-0529,140.6023,-5.4965
3FGL J1704.4-0528,256.1208,-5.4781
3FGL J1725.0-0513,261.2511,-5.2228
3FGL J1511.8-0513,227.9603,-5.2191
3FGL J0017.6-0512,4.4045,-5.205
3FGL J1332.0-0508,203.0148,-5.1476
3FGL J1131.9-0503,172.9993,-5.0558
3FGL J0014.3-0455,3.5858,-4.9196
3FGL J2225.8-0454,336.4678,-4.9007
3FGL J2209.8-0450,332.4671,-4.8498
3FGL J0050.4-0449,12.6211,-4.8323
3FGL J0043.5-0444,10.892,-4.7398
3FGL J0659.2-0439c,104.8022,-4.6526
3FGL J1234.7-0437,188.6974,-4.6215
3FGL J1720.3-0428,260.0963,-4.4727
3FGL J2129.6-0427,322.4097,-4.4647
3FGL J1312.8-0424,198.2208,-4.4027
3FGL J0505.3-0422,76.3499,-4.3757
3FGL J1722.7-0415,260.6908,-4.2644
3FGL J1840.1-0412,280.0387,-4.2144
3FGL J1118.2-0411,169.5716,-4.199
3FGL J1340.6-0408,205.166,-4.1371
3FGL J0509.7-0400,77.4274,-4.0102
3FGL J1843.0-0359c,280.7616,-3.9892
3FGL J0409.8-0358,62.4571,-3.9677
3FGL J1730.6-0357,262.6653,-3.9524
3FGL J0506.3-0357,76.5865,-3.9522
3FGL J0813.5-0356,123.3871,-3.9388
3FGL J1744.3-0353,266.0759,-3.8981
3FGL J1520.8-0348,230.2028,-3.812
3FGL J1844.3-0344,281.0997,-3.7468
3FGL J0917.3-0344,139.347,-3.7367
3FGL J0538.8-0341,84.7094,-3.6957
3FGL J1506.4-0340,226.622,-3.6684
3FGL J0803.3-0339,120.8323,-3.6629
3FGL J1304.8-0338,196.2062,-3.6478
3FGL J1709.5-0335,257.3859,-3.5947
3FGL J1445.0-0328,221.263,-3.4721
3FGL J0656.2-0323,104.0538,-3.3897
3FGL J1553.3-0322c,238.3466,-3.3814
3FGL J1843.7-0322,280.9282,-3.3772
3FGL J0641.8-0319,100.4708,-3.3189
3FGL J0958.3-0318,149.5845,-3.3028
3FGL J1228.4-0317,187.1113,-3.2954
3FGL J2323.5-0315,350.8976,-3.2647
3FGL J1219.7-0314,184.9324,-3.2353
3FGL J1622.9-0312,245.7406,-3.2039
3FGL J1749.7-0305,267.4477,-3.0865
3FGL J0709.7-0256,107.446,-2.9391
3FGL J0240.0-0253,40.0007,-2.8994
3FGL J0418.0-0251,64.5241,-2.8518
3FGL J2108.6-0250,317.1727,-2.842
3FGL J0609.4-0248,92.3516,-2.8061
3FGL J1543.5-0244,235.8892,-2.7484
3FGL J1958.1-0243,299.5274,-2.7214
3FGL J1028.5-0235,157.1441,-2.5845
3FGL J1250.2-0233,192.5677,-2.5638
3FGL J1418.4-0233,214.6095,-2.5638
3FGL J1831.7-0230,277.9421,-2.5007
3FGL J0909.8-0229,137.4575,-2.4997
3FGL J2338.1-0229,354.5442,-2.4992
3FGL J0203.1-0227,30.7946,-2.4559
3FGL J0746.4-0225,116.6185,-2.4221
3FGL J0721.5-0221,110.3754,-2.3616
3FGL J1243.9-0217,190.9769,-2.2843
3FGL J0825.4-0213,126.356,-2.231
3FGL J2104.2-0211,316.0515,-2.1909
3FGL J0030.7-0209,7.6977,-2.1574
3FGL J1251.0-0203,192.7626,-2.0566
3FGL J1829.9-0203c,277.4883,-2.0541
3FGL J0613.8-0201,93.4505,-2.0295
3FGL J1653.6-0158,253.419,-1.9801
3FGL J1010.8-0158,152.7131,-1.9759
3FGL J0501.2-0157,75.3182,-1.9659
3FGL J1831.7-0157c,277.9477,-1.9614
3FGL J0059.2-0152,14.8084,-1.883
3FGL J2134.1-0152,323.5323,-1.8702
3FGL J2357.3-0150,359.3497,-1.8443
3FGL J0339.5-0146,54.8826,-1.7731
3FGL J1233.7-0145,188.4344,-1.7566
3FGL J1659.0-0142,254.7741,-1.7021
3FGL J1848.4-0141,282.1183,-1.6927
3FGL J2015.2-0138,303.8125,-1.647
3FGL J1829.3-0135c,277.3325,-1.5902
3FGL J1339.8-0133,204.9715,-1.5556
3FGL J2335.1-0133,353.7859,-1.5523
3FGL J1908.8-0130,287.2021,-1.5166
3FGL J1901.5-0126,285.3994,-1.4481
3FGL J0253.0-0125,43.2573,-1.4198
3FGL J1849.5-0124c,282.3965,-1.4132
3FGL J0515.5-0123,78.8931,-1.3967
3FGL J1218.4-0121,184.6057,-1.3627
3FGL J0423.2-0119,65.8247,-1.3321
3FGL J1022.8-0113,155.7039,-1.2239
3FGL J0805.2-0112,121.3237,-1.2078
3FGL J0323.6-0109,50.9076,-1.1526
3FGL J1849.4-0057,282.3554,-0.9518
3FGL J0725.8-0054,111.4682,-0.9086
3FGL J2014.3-0047,303.5752,-0.7938
3FGL J2152.9-0045,328.23,-0.7526
3FGL J0108.5-0035,17.1397,-0.5944
3FGL J2206.9-0031,331.7473,-0.5238
3FGL J1218.0-0029,184.5129,-0.4972
3FGL J1850.5-0024,282.6321,-0.4049
3FGL J1625.1-0021,246.2794,-0.3586
3FGL J2055.2-0019,313.8071,-0.3318
3FGL J0442.6-0017,70.6617,-0.2989
3FGL J0016.3-0013,4.0779,-0.2296
3FGL J1154.2-0010,178.5534,-0.178
3FGL J0705.7-0006,106.438,-0.1127
3FGL J2247.2-0004,341.8119,-0.0718
3FGL J0242.7-0001,40.68,-0.0259
3FGL J0605.0-0000,91.2715,-0.0089
3FGL J2043.6+0001,310.9015,0.0288
3FGL J0059.6+0003,14.9051,0.0521
3FGL J1853.2+0006,283.3013,0.1086
3FGL J0038.0+0012,9.5226,0.2095
3FGL J2118.4+0013,319.6017,0.2316
3FGL J2055.0+0016,313.7515,0.2676
3FGL J0948.8+0021,147.223,0.3629
3FGL J1730.5+0023,262.6465,0.3971
3FGL J1007.8+0026,151.9637,0.4415
3FGL J1351.1+0030,207.7943,0.5142
3FGL J0546.4+0031c,86.6249,0.5274
3FGL J0647.6+0032,101.9134,0.5345
3FGL J1132.7+0034,173.1862,0.5749
3FGL J0424.7+0035,66.1781,0.5951
3FGL J1311.0+0036,197.771,0.6138
3FGL J2227.8+0040,336.958,0.6738
3FGL J1312.7+0051,198.1955,0.861
3FGL J1903.9+0052,285.998,0.8696
3FGL J1857.2+0059,284.3095,0.9863
3FGL J1859.6+0102,284.9152,1.0354
3FGL J0839.5+0102,129.8898,1.038
3FGL J0158.6+0102,29.6732,1.041
3FGL J2223.3+0103,335.8378,1.0518
3FGL J0521.7+0103,80.4355,1.0579
3FGL J0946.2+0103,146.5726,1.0651
3FGL J0416.8+0104,64.2226,1.0774
3FGL J1051.8+0105,162.9687,1.0876
3FGL J1024.8+0105,156.2243,1.0956
3FGL J1142.9+0120,175.7423,1.3493
3FGL J1855.9+0121e,283.99,1.355
3FGL J0909.1+0121,137.2979,1.358
3FGL J1357.5+0125,209.3987,1.433
3FGL J0351.1+0128,57.778,1.4675
3FGL J0148.6+0128,27.1611,1.474
3FGL J1534.5+0128,233.6445,1.4826
3FGL J1857.8+0129c,284.4712,1.4978
3FGL J0312.7+0133,48.1936,1.5607
3FGL J1058.5+0133,164.6263,1.5643
3FGL J0108.7+0134,17.1804,1.579
3FGL J0006.2+0135,1.5718,1.5853
3FGL J1921.2+0136,290.3066,1.6072
3FGL J0739.4+0137,114.8509,1.6274
3FGL J1747.1+0139,266.7853,1.6547
3FGL J0217.8+0143,34.4681,1.7328
3FGL J0811.3+0146,122.8479,1.7812
3FGL J0152.6+0148,28.162,1.8075
3FGL J2006.6+0150,301.6594,1.846
3FGL J0909.6+0157,137.4174,1.9618
3FGL J1852.8+0158,283.2091,1.9722
3FGL J0227.2+0201,36.8062,2.0306
3FGL J1512.2+0202,228.0653,2.0334
3FGL J1229.1+0202,187.2874,2.041
3FGL J1200.4+0202,180.1107,2.0418
3FGL J1359.2+0204,209.808,2.0696
3FGL J2311.0+0204,347.7653,2.0809
3FGL J1857.9+0210,284.4902,2.1704
3FGL J1955.9+0212,298.9768,2.2063
3FGL J0725.8+0212,111.4681,2.2068
3FGL J1117.7+0217,169.439,2.2838
3FGL J1250.5+0217,192.6262,2.2969
3FGL J1107.5+0223,166.8858,2.3837
3FGL J1059.3+0224,164.8451,2.4165
3FGL J0326.2+0225,51.5554,2.4178
3FGL J0412.0+0229,63.0244,2.496
3FGL J0333.6+0233,53.4123,2.5635
3FGL J0049.7+0237,12.4412,2.6245
3FGL J0812.0+0237,123.0032,2.6262
3FGL J1549.4+0237,237.3722,2.6309
3FGL J2042.1+0247,310.5359,2.793
3FGL J2338.7+0251,354.6941,2.8567
3FGL J0318.1+0252,49.5362,2.8695
3FGL J1628.1+0254,247.042,2.9092
3FGL J0216.0+0300,34.0134,3.0164
3FGL J0826.0+0307,126.5194,3.1247
3FGL J1911.7+0307,287.9311,3.1301
3FGL J2024.6+0309,306.1535,3.159
3FGL J0506.9+0321,76.7352,3.3616
3FGL J2149.7+0323,327.4412,3.384
3FGL J0020.9+0323,5.2311,3.3953
3FGL J1747.3+0324,266.8459,3.4129
3FGL J0127.2+0325,21.8099,3.4229
3FGL J1505.1+0326,226.2783,3.4488
3FGL J1253.7+0327,193.4348,3.4642
3FGL J0256.3+0335,44.0832,3.5957
3FGL J1900.8+0337,285.2048,3.623
3FGL J1811.2+0340,272.818,3.6792
3FGL J1804.1+0341,271.0344,3.6974
3FGL J1309.0+0347,197.2579,3.7909
3FGL J0024.4+0350,6.1105,3.8429
3FGL J2224.4+0351,336.1018,3.8594
3FGL J1857.9+0355,284.4888,3.9278
3FGL J0115.7+0356,18.9365,3.9415
3FGL J1650.0+0356,252.5136,3.9488
3FGL J1404.8+0401,211.2205,4.0263
3FGL J0721.4+0404,110.364,4.0737
3FGL J0308.6+0408,47.1574,4.1357
3FGL J2050.2+0409,312.5682,4.1534
3FGL J1900.3+0411c,285.0975,4.1925
3FGL J1205.4+0412,181.3742,4.2134
3FGL J1222.4+0414,185.6108,4.234
3FGL J0505.5+0416,76.3817,4.2739
3FGL J0804.4+0418,121.1059,4.3004
3FGL J0637.5+0418,99.3835,4.315
3FGL J1851.2+0423,282.8047,4.391
3FGL J0634.1+0424,98.5283,4.4062
3FGL J1728.5+0428,262.1453,4.4779
3FGL J0831.9+0430,127.9913,4.5032
3FGL J1746.6+0433,266.6523,4.5595
3FGL J1424.3+0434,216.0917,4.5812
3FGL J1322.9+0435,200.7334,4.5966
3FGL J1050.4+0435,162.6168,4.5994
3FGL J0330.6+0437,52.6652,4.6256
3FGL J2204.4+0439,331.1039,4.6657
3FGL J2110.0+0442,317.5126,4.7045
3FGL J1239.5+0443,189.895,4.7192
3FGL J1419.5+0449,214.8966,4.8262
3FGL J1543.5+0451,235.8794,4.8636
3FGL J0030.4+0451,7.6162,4.8656
3FGL J1919.0+0452,289.7607,4.8739
3FGL J1855.4+0454,283.8564,4.9116
3FGL J0849.3+0458,132.3253,4.9799
3FGL J0426.6+0459,66.6737,4.9928
3FGL J0505.3+0459,76.3432,4.9979
3FGL J1112.1+0500,168.0343,5.0098
3FGL J0216.4+0507,34.1087,5.1328
3FGL J1016.0+0513,154.0028,5.2167
3FGL J1550.5+0526,237.6388,5.4451
3FGL J1018.5+0530,154.6277,5.5031
3FGL J0255.8+0532,43.9551,5.5438
3FGL J2123.6+0533,320.9214,5.5629
3FGL J0924.2+0534,141.0639,5.5771
3FGL J0111.5+0535,17.8771,5.5856
3FGL J0151.0+0537,27.7611,5.6272
3FGL J0432.5+0539,68.1362,5.6609
3FGL J0509.4+0541,77.3639,5.699
3FGL J2344.4+0549,356.1028,5.8312
3FGL J0258.9+0552,44.7397,5.8759
3FGL J1907.9+0602,286.9864,6.0393
3FGL J2017.3+0602,304.3492,6.0483
3FGL J0022.5+0608,5.643,6.1378
3FGL J1027.0+0609,156.7575,6.1605
3FGL J1440.9+0610,220.2463,6.1808
3FGL J0502.5+0612,75.6262,6.214
3FGL J1805.9+0614,271.4784,6.2376
3FGL J1813.6+0614,273.4097,6.2445
3FGL J1040.4+0615,160.1157,6.2604
3FGL J1830.1+0617,277.5375,6.2916
3FGL J1007.9+0621,151.9861,6.3583
3FGL J2021.9+0630,305.4847,6.5025
3FGL J0009.1+0630,2.2952,6.5052
3FGL J1012.2+0631,153.0716,6.5235
3FGL J0633.7+0632,98.438,6.5413
3FGL J0358.7+0633,59.6889,6.5646
3FGL J1736.4+0634,264.1243,6.5678
3FGL J1727.4+0634,261.872,6.5756
3FGL J0658.6+0636,104.6513,6.6041
3FGL J1226.8+0638,186.7004,6.649
3FGL J1241.9+0639,190.4751,6.6613
3FGL J0457.0+0643,74.2689,6.7251
3FGL J0631.6+0644,97.9071,6.7408
3FGL J0232.6+0646,38.1631,6.7717
3FGL J2014.5+0648,303.6407,6.8096
3FGL J1902.6+0655,285.6571,6.9318
3FGL J2212.5+0703,333.147,7.0598
3FGL J1345.8+0704,206.4616,7.0798
3FGL J2346.7+0705,356.6782,7.0861
3FGL J1720.7+0711,260.1908,7.1891
3FGL J0952.8+0711,148.2172,7.1991
3FGL J1120.6+0713,170.172,7.2235
3FGL J2145.7+0717,326.4478,7.2972
3FGL J1906.6+0720,286.6714,7.3339
3FGL J0031.3+0724,7.8299,7.4145
3FGL J1239.4+0727,189.8732,7.4625
3FGL J1933.4+0727,293.3514,7.4641
3FGL J1901.1+0728,285.2958,7.4756
3FGL J1104.3+0730,166.0774,7.5107
3FGL J2334.1+0732,353.5432,7.5411
