name,ra,dec
3FGL J0532.7+0732,83.1769,7.5446
3FGL J0407.5+0740,61.8866,7.6715
3FGL J0100.2+0745,15.0678,7.7662
3FGL J0259.5+0746,44.8778,7.7766
3FGL J1714.0+0748,258.5036,7.8017
3FGL J0640.9+0752,100.2469,7.8818
3FGL J1855.6+0753,283.9106,7.8834
3FGL J2324.7+0801,351.1916,8.0306
3FGL J1506.6+0811,226.6749,8.1846
3FGL J2110.0+0812,317.5176,8.2021
3FGL J1052.0+0816,163.0176,8.281
3FGL J1904.9+0818,286.2431,8.306
3FGL J1546.0+0818,236.5017,8.3072
3FGL J1158.9+0818,179.7331,8.3131
3FGL J1223.3+0818,185.8404,8.3131
3FGL J2112.7+0819,318.1903,8.3254
3FGL J0154.0+0824,28.5104,8.4096
3FGL J1650.8+0830,252.7135,8.5141
3FGL J1301.6+0832,195.4182,8.5398
3FGL J0217.2+0837,34.3249,8.618
3FGL J1322.3+0839,200.5823,8.6574
3FGL J0004.2+0843,1.0574,8.7274
3FGL J0202.3+0851,30.5916,8.8584
3FGL J0519.5+0852,79.8769,8.871
3FGL J1552.1+0852,238.0329,8.8766
3FGL J0643.2+0859,100.8029,8.9954
3FGL J0829.3+0901,127.3367,9.0167
3FGL J0517.5+0902,79.3935,9.0368
3FGL J0935.2+0903,143.8012,9.0518
3FGL J1818.6+0903,274.6552,9.061
3FGL J0747.4+0904,116.8669,9.068
3FGL J0316.1+0904,49.0419,9.0773
3FGL J1910.9+0906,287.7442,9.1005
3FGL J1913.0+0910,288.2607,9.182
3FGL J1450.4+0911,222.6199,9.1914
3FGL J1846.3+0919,281.596,9.3323
3FGL J0434.6+0921,68.666,9.36
3FGL J0023.4+0923,5.8646,9.3892
3FGL J0654.5+0926,103.6378,9.4472
3FGL J2147.2+0929,326.8101,9.498
3FGL J0835.4+0930,128.865,9.51
3FGL J0529.1+0933,82.2878,9.557
3FGL J1931.1+0937,292.7834,9.6305
3FGL J1741.4+0938,265.3566,9.6377
3FGL J0031.6+0938,7.9225,9.6478
3FGL J1751.5+0939,267.8821,9.6578
3FGL J0226.3+0941,36.58,9.6843
3FGL J2327.7+0941,351.9435,9.6863
3FGL J1158.8+0941,179.7191,9.6867
3FGL J0102.1+0943,15.54,9.728
3FGL J2234.8+0945,338.7103,9.7531
3FGL J1342.7+0945,205.6782,9.7662
3FGL J1705.5+0948,256.3761,9.8032
3FGL J1915.2+0954,288.8022,9.9084
3FGL J0757.0+0956,119.2737,9.9475
3FGL J0537.0+0957,84.2662,9.9503
3FGL J1151.5+0957,177.8844,9.9651
3FGL J2049.7+1002,312.4405,10.045
3FGL J0641.1+1004,100.286,10.0833
3FGL J0802.0+1005,120.5077,10.0868
3FGL J2145.5+1007,326.3765,10.1303
3FGL J0509.3+1012,77.3457,10.2005
3FGL J0516.6+1012,79.1702,10.2062
3FGL J2028.7+1012,307.1913,10.2071
3FGL J1722.7+1014,260.6915,10.2431
3FGL J1132.8+1015,173.2111,10.2583
3FGL J1745.5+1017,266.3791,10.2843
3FGL J0946.5+1017,146.6364,10.2881
3FGL J1824.0+1017,276.0221,10.2908
3FGL J1908.9+1022,287.228,10.3749
3FGL J2159.8+1025,329.9513,10.4315
3FGL J1504.4+1029,226.1046,10.4936
3FGL J0309.0+1029,47.2586,10.498
3FGL J1608.6+1029,242.1706,10.4988
3FGL J1942.7+1033,295.6933,10.55
3FGL J1112.1+1034,168.039,10.5736
3FGL J2044.0+1035,311.0002,10.5902
3FGL J0631.5+1036,97.8862,10.6134
3FGL J1251.3+1041,192.8459,10.688
3FGL J0159.4+1046,29.8618,10.7807
3FGL J1630.8+1047,247.7125,10.7966
3FGL J0211.2+1051,32.817,10.8578
3FGL J2047.1+1054,311.7784,10.9144
3FGL J2035.3+1055,308.8268,10.9235
3FGL J0749.4+1059,117.3583,10.9835
3FGL J0242.3+1059,40.5845,10.9946
3FGL J2330.5+1104,352.6373,11.0774
3FGL J1541.8+1105,235.4616,11.0923
3FGL J1603.7+1106,240.9488,11.108
3FGL J1555.7+1111,238.9362,11.1939
3FGL J1915.9+1112,288.9996,11.2162
3FGL J1351.4+1115,207.8512,11.2665
3FGL J0449.0+1121,72.2514,11.3589
3FGL J0758.1+1130,119.5449,11.5036
3FGL J1315.4+1130,198.869,11.515
3FGL J0847.1+1134,131.7878,11.5684
3FGL J1827.7+1141,276.9254,11.6971
3FGL J1640.9+1142,250.2475,11.7066
3FGL J2232.5+1143,338.1393,11.7203
3FGL J1204.0+1144,181.0122,11.7389
3FGL J0203.6+1148,30.9169,11.8028
3FGL J1725.0+1152,261.2619,11.8833
3FGL J1339.0+1153,204.7547,11.8918
3FGL J1309.5+1154,197.3933,11.9007
3FGL J2034.3+1155,308.5852,11.9222
3FGL J1103.1+1155,165.7781,11.93
3FGL J1304.6+1200,196.1714,12.0064
3FGL J1442.8+1200,220.7223,12.0152
3FGL J1719.3+1206,259.8481,12.1077
3FGL J0540.0+1208,85.0022,12.1482
3FGL J1950.2+1215,297.5591,12.2551
3FGL J2115.2+1215,318.822,12.2596
3FGL J1223.2+1215,185.8043,12.2618
3FGL J0045.7+1217,11.4347,12.2881
3FGL J1728.0+1217,262.0021,12.289
3FGL J2052.7+1217,313.196,12.2976
3FGL J2031.8+1223,307.9532,12.3874
3FGL J1230.9+1224,187.7279,12.4061
3FGL J1925.7+1228,291.4285,12.4672
3FGL J1200.8+1228,180.2206,12.4759
3FGL J0750.6+1232,117.6735,12.5386
3FGL J1704.1+1234,256.0327,12.5736
3FGL J2039.7+1237,309.9374,12.6259
3FGL J0037.9+1239,9.4766,12.6518
3FGL J1553.5+1256,238.3856,12.9457
3FGL J0231.0+1302,37.7747,13.0445
3FGL J0338.5+1303,54.6313,13.0659
3FGL J0700.2+1304,105.0726,13.0778
3FGL J1403.1+1304,210.7956,13.0796
3FGL J1213.7+1306,183.4328,13.1023
3FGL J1949.0+1312,297.2568,13.2095
3FGL J0739.8+1312,114.9742,13.2109
3FGL J1637.1+1314,249.284,13.2447
3FGL J0840.8+1315,130.2103,13.2526
3FGL J1818.5+1320,274.6327,13.3374
3FGL J0749.5+1320,117.3978,13.3402
3FGL J0342.8+1321,55.7109,13.3623
3FGL J0103.7+1323,15.9408,13.3925
3FGL J1416.0+1325,214.0061,13.4264
3FGL J0114.8+1326,18.7161,13.4342
3FGL J0239.4+1326,39.8685,13.4428
3FGL J1829.8+1328,277.464,13.4696
3FGL J0530.8+1330,82.7187,13.5148
3FGL J1232.8+1332,188.219,13.5347
3FGL J1040.8+1342,160.2198,13.7029
3FGL J2116.9+1343,319.2342,13.7281
3FGL J1835.4+1349,278.859,13.826
3FGL J1741.5+1351,265.3848,13.8552
3FGL J1955.1+1357,298.7966,13.9544
3FGL J0905.5+1358,136.3901,13.9702
3FGL J1319.3+1402,199.837,14.0499
3FGL J2254.0+1403,343.506,14.0624
3FGL J1611.9+1404,242.9808,14.0791
3FGL J1323.9+1405,200.9915,14.0942
3FGL J1919.9+1407,289.9807,14.1179
3FGL J1923.2+1408e,290.818,14.145
3FGL J1541.6+1414,235.4026,14.234
3FGL J0659.5+1414,104.8995,14.2469
3FGL J1300.2+1416,195.0662,14.2778
3FGL J1231.8+1421,187.9656,14.3638
3FGL J1049.8+1425,162.4735,14.4309
3FGL J0725.2+1425,111.3233,14.4312
3FGL J2026.3+1430,306.587,14.5146
3FGL J2334.8+1432,353.7236,14.5397
3FGL J0539.8+1434,84.9575,14.5709
3FGL J1353.2+1435,208.317,14.6
3FGL J2109.4+1437,317.3595,14.6197
3FGL J0130.8+1441,22.7178,14.6842
3FGL J2314.0+1443,348.5177,14.731
3FGL J0440.3+1444,70.0934,14.734
3FGL J0017.1+1445,4.2937,14.7612
3FGL J0420.4+1448,65.1137,14.8095
3FGL J2307.7+1449,346.94,14.8221
3FGL J1540.8+1449,235.2009,14.8329
3FGL J1548.4+1455,237.1097,14.9256
3FGL J0008.3+1456,2.0881,14.9336
3FGL J1107.8+1502,166.9599,15.046
3FGL J1921.2+1506,290.3076,15.1095
3FGL J0205.0+1510,31.2595,15.1798
3FGL J0035.2+1513,8.8086,15.2222
3FGL J0648.8+1516,102.205,15.2764
3FGL J0515.8+1526,78.9641,15.4385
3FGL J1140.4+1529,175.1002,15.4977
3FGL J1757.1+1533,269.2896,15.5597
3FGL J1142.0+1546,175.5012,15.7819
3FGL J1844.3+1547,281.0834,15.7858
3FGL J2246.2+1547,341.5579,15.7906
3FGL J1049.7+1548,162.4326,15.8069
3FGL J2343.6+1551,355.9117,15.861
3FGL J1607.0+1551,241.764,15.8624
3FGL J0912.7+1556,138.1957,15.9343
3FGL J1925.4+1605,291.3535,16.0962
3FGL J0648.1+1606,102.0412,16.1082
3FGL J2254.0+1608,343.5018,16.1459
3FGL J1810.8+1609,272.7196,16.1529
3FGL J2055.6+1609,313.9008,16.1561
3FGL J1427.2+1610,216.8084,16.1739
3FGL J1244.1+1615,191.0453,16.263
3FGL J0224.4+1615,36.1143,16.2632
3FGL J1454.0+1622,223.5029,16.3797
3FGL J2014.9+1623,303.7433,16.3978
3FGL J0238.6+1636,39.6672,16.6152
3FGL J1406.6+1644,211.6511,16.7375
3FGL J0538.9+1646,84.7486,16.7734
3FGL J2325.6+1650,351.4232,16.8334
3FGL J0430.5+1655,67.6255,16.9274
3FGL J1215.1+1658,183.7779,16.9713
3FGL J2305.8+1658,346.4726,16.9775
3FGL J1931.1+1659,292.7789,16.9912
3FGL J1232.3+1701,188.0849,17.023
3FGL J0700.0+1709,105.0231,17.1563
3FGL J1549.5+1709,237.3766,17.1565
3FGL J2043.2+1711,310.8161,17.1836
3FGL J1331.5+1711,202.8842,17.1983
3FGL J0016.5+1713,4.1354,17.221
3FGL J0250.6+1713,42.6523,17.2306
3FGL J0744.3+1715,116.082,17.2559
3FGL J1507.4+1725,226.8689,17.4204
3FGL J2203.4+1725,330.8644,17.4274
3FGL J1925.4+1727,291.3732,17.4632
3FGL J0610.6+1728,92.6679,17.4721
3FGL J2152.4+1735,328.1071,17.5847
3FGL J1928.9+1739,292.2367,17.6567
3FGL J0738.1+1741,114.5361,17.698
3FGL J0007.4+1742,1.8693,17.711
3FGL J1810.5+1743,272.6437,17.7203
3FGL J0626.8+1743,96.7115,17.7317
3FGL J2143.5+1744,325.8957,17.7337
3FGL J1719.2+1744,259.8114,17.7421
3FGL J0633.9+1746,98.4788,17.7732
3FGL J0708.7+1747,107.1963,17.7941
3FGL J2250.3+1747,342.5807,17.7958
3FGL J1112.6+1749,168.1543,17.8205
3FGL J0647.8+1751,101.9623,17.8514
3FGL J2352.0+1752,358.0149,17.8806
3FGL J0502.6+1759,75.6553,17.9952
3FGL J0510.0+1802,77.5244,18.0359
3FGL J0839.6+1803,129.9226,18.0589
3FGL J2219.2+1806,334.8039,18.1033
3FGL J0751.2+1806,117.8052,18.1067
3FGL J1209.8+1810,182.4694,18.1784
3FGL J1546.6+1812,236.6722,18.2044
3FGL J0528.3+1815,82.078,18.2608
3FGL J0109.1+1816,17.2779,18.2696
3FGL J2156.0+1818,329.0142,18.3014
3FGL J1028.0+1829,157.0168,18.4955
3FGL J1928.4+1838,292.1131,18.6336
3FGL J0319.8+1847,49.9689,18.7868
3FGL J1533.2+1852,233.312,18.8712
3FGL J2121.0+1901,320.2686,19.0235
3FGL J1018.1+1904,154.5258,19.0756
3FGL J2318.6+1912,349.6547,19.2098
3FGL J2149.6+1915,327.4082,19.2559
3FGL J1932.2+1916,293.0581,19.2676
3FGL J0114.8+1917,18.7099,19.2947
3FGL J0211.0+1922,32.7546,19.3833
3FGL J1516.9+1926,229.2359,19.4461
3FGL J0713.9+1933,108.4959,19.5591
3FGL J1921.6+1934,290.4071,19.5813
3FGL J1743.9+1934,265.9871,19.5817
3FGL J1145.1+1935,176.2868,19.5943
3FGL J2031.0+1937,307.7607,19.6188
3FGL J1345.1+1949,206.2997,19.8275
3FGL J0421.6+1950,65.4042,19.8469
3FGL J0028.8+1951,7.2009,19.8508
3FGL J1434.6+1951,218.6563,19.8646
3FGL J2142.7+1957,325.6818,19.9575
3FGL J0611.5+1957,92.899,19.9602
3FGL J0854.8+2006,133.7004,20.1121
3FGL J1125.9+2007,171.4782,20.1313
3FGL J1554.4+2010,238.6108,20.1696
3FGL J1200.9+2010,180.2441,20.1802
3FGL J0312.7+2011,48.1906,20.1897
3FGL J1117.0+2014,169.2737,20.2334
3FGL J0232.8+2016,38.2187,20.271
3FGL J0631.2+2019,97.803,20.3282
3FGL J2243.9+2021,340.9913,20.3654
3FGL J0019.4+2021,4.862,20.3664
3FGL J1435.2+2023,218.8199,20.3869
3FGL J2059.9+2029,314.995,20.488
3FGL J0258.0+2030,44.5181,20.5133
3FGL J1736.0+2033,264.0198,20.5619
3FGL J0605.9+2039c,91.4769,20.6528
3FGL J1809.4+2040,272.356,20.6776
3FGL J0603.3+2042,90.8397,20.7165
3FGL J1656.0+2044,254.0079,20.7389
3FGL J1959.5+2047,299.8926,20.7978
3FGL J0816.5+2049,124.1444,20.8211
3FGL J0723.7+2050,110.9294,20.8462
3FGL J0902.4+2050,135.6218,20.8474
3FGL J0609.2+2051c,92.3186,20.8629
3FGL J0650.5+2055,102.6444,20.9299
3FGL J1059.9+2056,164.982,20.9458
3FGL J0856.5+2057,134.1497,20.9585
3FGL J0401.4+2109,60.3688,21.1555
3FGL J0521.7+2113,80.4431,21.2224
3FGL J2104.7+2113,316.1928,21.2282
3FGL J0001.4+2120,0.3612,21.3379
3FGL J1224.9+2122,186.2264,21.3823
3FGL J2339.0+2122,354.7545,21.3833
3FGL J1258.4+2123,194.6183,21.386
3FGL J0959.7+2124,149.9273,21.4138
3FGL J0045.3+2126,11.3494,21.4459
3FGL J0609.3+2131,92.3415,21.5308
3FGL J1819.1+2134,274.7904,21.5739
3FGL J0318.7+2134,49.6887,21.5825
3FGL J2200.2+2139,330.0611,21.6537
3FGL J0836.3+2143,129.0897,21.7183
3FGL J0603.8+2155,90.9625,21.9274
3FGL J0534.5+2201i,83.6331,22.0199
3FGL J0534.5+2201s,83.6331,22.0199
3FGL J0534.5+2201,83.6372,22.0241
3FGL J0151.6+2205,27.9173,22.0919
3FGL J1254.5+2210,193.6295,22.1748
3FGL J1054.5+2210,163.6465,22.18
3FGL J1326.8+2211,201.7223,22.1844
3FGL J1321.0+2215,200.2688,22.2628
3FGL J1002.3+2220,150.599,22.3385
3FGL J0325.5+2223,51.3995,22.3987
3FGL J0617.2+2234e,94.31,22.58
3FGL J0048.0+2236,12.0133,22.6008
3FGL J1500.9+2238,225.2411,22.6357
3FGL J0544.7+2239,86.1758,22.6572
3FGL J0708.9+2239,107.2367,22.6664
3FGL J0619.4+2242,94.8745,22.7063
3FGL J0112.1+2245,18.0266,22.759
3FGL J0213.0+2245,33.2654,22.7647
3FGL J0526.4+2247,81.6091,22.798
3FGL J0228.0+2248,37.0078,22.8005
3FGL J0910.9+2248,137.7455,22.8035
3FGL J2107.1+2248,316.7948,22.8038
3FGL J2229.1+2255,337.2833,22.9288
3FGL J1601.9+2306,240.489,23.1108
3FGL J0601.5+2309,90.3836,23.158
3FGL J0909.0+2310,137.2666,23.167
3FGL J1922.2+2313,290.5654,23.226
3FGL J0042.0+2318,10.5182,23.3046
3FGL J0658.8+2318,104.7197,23.3146
3FGL J1559.9+2319,239.9874,23.3263
3FGL J1436.8+2322,219.2151,23.3669
3FGL J0357.1+2325,59.28,23.4228
3FGL J1025.1+2333,156.2838,23.5616
3FGL J0322.0+2335,50.5148,23.5933
3FGL J1124.1+2337,171.0369,23.6284
3FGL J1048.6+2338,162.1722,23.6414
3FGL J0921.6+2339,140.4157,23.6555
3FGL J1427.0+2347,216.7567,23.7998
3FGL J1314.8+2349,198.7137,23.8256
3FGL J2212.0+2355,333.0011,23.924
3FGL J1949.6+2355,297.4097,23.925
3FGL J2336.5+2356,354.1323,23.9366
3FGL J0748.3+2401,117.0935,24.0236
3FGL J1043.1+2407,160.7966,24.1306
3FGL J0830.7+2408,127.681,24.1378
3FGL J0245.4+2410,41.3576,24.1832
3FGL J2255.1+2411,343.7786,24.1872
3FGL J1109.4+2411,167.3654,24.1977
3FGL J1150.3+2417,177.5986,24.2948
3FGL J0204.2+2420,31.0615,24.3438
3FGL J2217.0+2421,334.2676,24.364
3FGL J2042.1+2428,310.5294,24.4708
3FGL J0628.4+2429,97.123,24.498
3FGL J1949.3+2433,297.3289,24.565
3FGL J0824.1+2434,126.0356,24.5764
3FGL J1303.0+2435,195.7519,24.5948
3FGL J1224.5+2436,186.1356,24.6111
3FGL J1958.1+2436,299.5259,24.6144
3FGL J2258.8+2437,344.7242,24.6237
3FGL J1012.6+2439,153.1516,24.6595
3FGL J0219.0+2440,34.7679,24.6791
3FGL J1149.5+2443,177.3755,24.7219
3FGL J1310.6+2446,197.6503,24.7818
3FGL J1443.9+2502,220.9964,25.0388
3FGL J2244.6+2503,341.1605,25.0506
3FGL J0650.7+2503,102.6965,25.0632
3FGL J2106.1+2505,316.5303,25.098
3FGL J0621.0+2514,95.2728,25.242
3FGL J0956.6+2515,149.1544,25.2664
3FGL J1943.8+2518,295.9706,25.3031
3FGL J0221.2+2518,35.3203,25.3056
3FGL J1230.3+2519,187.5752,25.3257
3FGL J0115.8+2519,18.9554,25.3297
3FGL J2323.7+2523,350.947,25.3877
3FGL J1327.9+2524,201.9896,25.4011
3FGL J1817.7+2530,274.4341,25.5046
3FGL J1804.1+2532,271.0391,25.5427
3FGL J2133.3+2533,323.3476,25.5565
3FGL J2055.8+2539,313.9634,25.6666
3FGL J1417.8+2540,214.4621,25.6702
3FGL J0746.4+2540,116.61,25.6747
3FGL J1117.3+2546,169.3296,25.7813
3FGL J0127.9+2551,21.9784,25.8552
3FGL J1136.9+2551,174.2352,25.8615
3FGL J0239.0+2555,39.7679,25.92
3FGL J0251.1+2603,42.7756,26.0641
3FGL J2131.5+2605,322.8955,26.0971
3FGL J0232.9+2606,38.2316,26.1035
3FGL J1003.6+2608,150.92,26.1372
3FGL J0402.7+2616,60.6756,26.2696
3FGL J1636.7+2624,249.1872,26.416
3FGL J0517.1+2628c,79.2915,26.4788
3FGL J0830.8+2629,127.7042,26.4911
3FGL J1659.4+2631,254.8621,26.5262
3FGL J1644.4+2632,251.1231,26.5423
3FGL J1517.0+2637,229.2534,26.6305
3FGL J0134.5+2638,23.6301,26.6376
3FGL J0620.4+2644,95.1211,26.7395
3FGL J1748.0+2701,267.015,27.022
3FGL J0456.3+2702,74.087,27.0471
3FGL J0144.6+2705,26.1566,27.0888
3FGL J0758.9+2705,119.727,27.0901
3FGL J1508.6+2709,227.1647,27.1573
3FGL J2354.0+2722,358.5018,27.3731
3FGL J1332.8+2723,203.2088,27.3945
3FGL J0941.6+2727,145.4228,27.451
3FGL J1829.2+2731,277.3132,27.5254
3FGL J2321.9+2732,350.4786,27.5398
3FGL J0904.9+2739,136.2266,27.661
3FGL J2043.8+2741,310.95,27.6989
3FGL J1842.2+2742,280.563,27.7026
3FGL J1806.2+2744,271.555,27.749
3FGL J1539.5+2746,234.8872,27.7668
3FGL J0519.3+2746,79.8499,27.773
3FGL J0440.8+2751,70.2182,27.8529
3FGL J0818.8+2751,124.7139,27.8546
3FGL J1849.5+2751,282.3782,27.8567
3FGL J0540.3+2756e,85.1,27.94
3FGL J0611.7+2759,92.9319,27.9977
3FGL J0912.4+2800,138.108,28.0041
3FGL J2212.6+2801,333.1744,28.0187
3FGL J2220.3+2812,335.0856,28.2027
3FGL J2026.8+2813,306.7176,28.2313
3FGL J1105.9+2814,166.4948,28.237
3FGL J1221.4+2814,185.3739,28.2401
3FGL J1149.1+2815,177.2947,28.251
3FGL J0924.0+2816,141.0016,28.2818
3FGL J0653.6+2817,103.4137,28.2904
3FGL J1924.9+2817,291.2367,28.2998
3FGL J1813.6+2820,273.4207,28.3364
3FGL J1410.4+2821,212.6195,28.3557
3FGL J2133.6+2821,323.4037,28.3576
3FGL J2236.3+2829,339.0765,28.4889
3FGL J1954.2+2836,298.574,28.6051
3FGL J0524.4+2839,81.124,28.6548
3FGL J0429.8+2843,67.4523,28.7229
3FGL J1958.6+2845,299.6632,28.7624
3FGL J1231.7+2847,187.9464,28.7923
3FGL J0237.9+2848,39.4801,28.8047
3FGL J1910.8+2855,287.7247,28.9291
3FGL J0724.1+2857,111.0316,28.959
3FGL J0433.6+2905,68.4183,29.0905
3FGL J1809.7+2909,272.4318,29.1577
3FGL J1841.2+2910,280.3014,29.1829
3FGL J1001.0+2913,150.2511,29.2258
3FGL J1159.5+2914,179.8816,29.2377
3FGL J0333.6+2916,53.4192,29.2716
3FGL J0512.2+2918,78.0633,29.312
3FGL J2053.9+2922,313.4761,29.3736
3FGL J1951.6+2926,297.9063,29.4498
3FGL J1326.1+2931,201.5332,29.5332
3FGL J1712.6+2932,258.1596,29.5367
3FGL J2115.4+2933,318.851,29.5553
3FGL J0915.8+2933,138.9647,29.5604
3FGL J1514.1+2940,228.5359,29.6821
3FGL J1323.0+2942,200.7511,29.7125
3FGL J0814.5+2943,123.6499,29.721
3FGL J0018.4+2947,4.603,29.794
3FGL J1225.9+2953,186.4957,29.8902
3FGL J2214.6+3000,333.6611,30.0085
3FGL J1023.7+3000,155.9471,30.0144
3FGL J1217.8+3007,184.4649,30.1178
3FGL J1221.3+3010,185.3408,30.1766
3FGL J1532.0+3018,233.0217,30.3084
3FGL J1330.5+3023,202.6356,30.3886
3FGL J1350.8+3035,207.7045,30.5985
3FGL J2051.0+3040e,312.75,30.67
3FGL J0559.8+3042,89.9622,30.7153
3FGL J0203.6+3043,30.9227,30.7172
3FGL J0623.3+3043,95.8272,30.7248
3FGL J0501.8+3046,75.4694,30.7771
3FGL J0003.4+3100,0.8576,31.0085
3FGL J0554.1+3104,88.5299,31.0689
3FGL J1702.6+3116,255.6607,31.2685
3FGL J2157.5+3126,329.3796,31.4497
3FGL J0925.7+3129,141.4262,31.4927
3FGL J2114.7+3130,318.693,31.5066
3FGL J2144.2+3132,326.0508,31.5422
3FGL J2300.3+3136,345.0779,31.616
3FGL J1836.3+3137,279.0979,31.6221
3FGL J2203.7+3143,330.9393,31.7319
3FGL J1813.6+3143,273.4128,31.7324
3FGL J1522.1+3144,230.5426,31.7365
3FGL J2035.6+3146,308.9081,31.7703
3FGL J0342.3+3148c,55.5763,31.8091
3FGL J0303.0+3150,45.7541,31.8351
3FGL J2023.2+3154,305.804,31.9015
3FGL J0409.4+3158,62.3712,31.9733
3FGL J2321.9+3204,350.4794,32.0704
3FGL J0357.9+3206,59.4799,32.1063
3FGL J0112.8+3207,18.21,32.127
3FGL J2217.8+3207,334.4616,32.1317
3FGL J0336.5+3210,54.1324,32.1669
3FGL J0204.8+3212,31.2231,32.2017
3FGL J1754.1+3212,268.5464,32.2082
3FGL J0253.5+3216,43.3845,32.2688
3FGL J1848.4+3216,282.1073,32.2824
3FGL J1627.8+3217,246.9681,32.2988
3FGL J1841.7+3218,280.4419,32.313
3FGL J1310.6+3222,197.657,32.3697
3FGL J1422.4+3227,215.614,32.452
3FGL J0433.1+3228,68.2921,32.478
3FGL J1829.2+3229,277.3064,32.4977
3FGL J1848.6+3232,282.1572,32.5445
3FGL J1258.1+3233,194.5348,32.5568
3FGL J0345.3+3236,56.3499,32.6015
3FGL J0818.0+3237,124.5239,32.6301
3FGL J0639.9+3250,99.9877,32.8394
3FGL J1952.9+3253,298.25,32.8932
3FGL J0719.3+3307,109.8288,33.1253
3FGL J0730.5+3307,112.6271,33.1266
3FGL J2250.6+3308,342.6732,33.142
3FGL J1205.9+3315,181.483,33.2548
3FGL J0058.3+3315,14.5872,33.2666
3FGL J0622.9+3326,95.7346,33.4357
3FGL J0523.7+3328,80.9324,33.4742
3FGL J0910.5+3329,137.6469,33.4899
3FGL J2028.3+3332,307.0843,33.542
3FGL J1301.5+3333,195.3941,33.5615
3FGL J2004.4+3338,301.1032,33.6451
3FGL J2116.1+3339,319.0465,33.6504
3FGL J2025.2+3340,306.3215,33.6687
3FGL J0911.8+3351,137.9689,33.8547
3FGL J1426.2+3402,216.564,34.0441
3FGL J1748.0+3405,267.0137,34.0895
3FGL J1136.4+3405,174.11,34.0985
3FGL J1805.9+3407,271.4789,34.1247
3FGL J0325.2+3410,51.3135,34.1708
3FGL J1613.8+3410,243.4554,34.1821
3FGL J0418.2+3412,64.5738,34.2087
3FGL J1533.5+3416,233.3867,34.2811
3FGL J0122.8+3423,20.7229,34.391
3FGL J2311.0+3425,347.7641,34.4231
3FGL J0444.5+3425,71.1354,34.424
3FGL J0043.8+3425,10.9692,34.4294
3FGL J1317.8+3429,199.4633,34.4998
3FGL J1220.2+3434,185.0627,34.5693
3FGL J2322.5+3436,350.627,34.6027
3FGL J2343.7+3437,355.9404,34.6307
3FGL J0502.7+3438,75.6857,34.65
3FGL J1013.5+3440,153.383,34.6784
3FGL J1112.4+3449,168.1163,34.8233
3FGL J1006.7+3453,151.6946,34.8928
3FGL J0809.6+3456,122.4088,34.9416
3FGL J0850.2+3500,132.5662,35.0006
3FGL J0431.7+3503,67.9309,35.0559
3FGL J0540.8+3503c,85.2148,35.0643
3FGL J0426.3+3510,66.5876,35.1703
3FGL J1626.1+3512,246.5457,35.2152
3FGL J1809.0+3517,272.2728,35.2852
3FGL J0208.6+3522,32.1698,35.3827
3FGL J0001.6+3535,0.4043,35.5905
3FGL J0839.6+3538,129.9117,35.6387
3FGL J2110.3+3540,317.5845,35.6685
3FGL J1018.3+3542,154.5819,35.7125
3FGL J1418.5+3543,214.6499,35.7186
3FGL J1308.7+3545,197.1852,35.7605
3FGL J0541.1+3553,85.2775,35.8975
3FGL J0258.2+3555,44.5577,35.9289
3FGL J0221.1+3556,35.2801,35.9407
3FGL J0700.6+3557,105.1617,35.9665
3FGL J0537.4+3604c,84.3505,36.0747
3FGL J2014.4+3606,303.6149,36.1091
3FGL J1448.0+3608,222.0098,36.1445
3FGL J0429.8+3611c,67.4691,36.1951
3FGL J2127.7+3612,321.9485,36.2019
3FGL J0312.7+3613,48.1943,36.2317
3FGL J1424.9+3615,216.2436,36.2544
3FGL J1127.8+3618,171.9617,36.3082
3FGL J0343.3+3622,55.8497,36.3725
3FGL J1820.3+3625,275.0793,36.4269
3FGL J1243.1+3627,190.7974,36.4537
3FGL J2017.9+3627,304.4847,36.4591
3FGL J1904.5+3627,286.1383,36.4592
3FGL J2035.0+3634,308.7577,36.5814
3FGL J0041.9+3639,10.4998,36.6616
3FGL J0820.4+3640,125.1241,36.682
3FGL J2030.0+3642,307.5009,36.7026
3FGL J0218.9+3642,34.7465,36.7075
3FGL J1516.7+3648,229.1923,36.8086
3FGL J1256.9+3649,194.2323,36.8193
3FGL J2021.1+3651,305.2779,36.8612
3FGL J2209.0+3652,332.2674,36.8689
3FGL J2108.0+3654,317.0046,36.9142
3FGL J2304.6+3704,346.1606,37.0827
3FGL J1354.5+3705,208.6322,37.0868
3FGL J1249.7+3705,192.4418,37.091
3FGL J1129.0+3705,172.2713,37.0948
3FGL J0152.2+3707,28.0723,37.1323
3FGL J2015.6+3709,303.9083,37.1606
3FGL J1438.7+3710,219.6882,37.1679
3FGL J1730.6+3711,262.6619,37.1896
3FGL J1411.1+3717,212.7957,37.2995
3FGL J1458.7+3719,224.685,37.325
3FGL J1535.0+3721,233.7537,37.3654
3FGL J2117.6+3725,319.4208,37.4256
3FGL J1506.1+3728,226.5491,37.4789
3FGL J2058.3+3729,314.5808,37.4893
3FGL J1630.2+3733,247.5533,37.5621
3FGL J1109.6+3734,167.4166,37.5778
3FGL J1032.7+3735,158.1831,37.59
3FGL J0706.5+3744,106.6292,37.7485
3FGL J0758.7+3747,119.6791,37.7894
3FGL J2024.6+3747,306.1724,37.7968
3FGL J0622.2+3747,95.5553,37.797
